32	0.145098039	0.141176471	0.364705882
33	0.15336513	0.157286698	0.372866985
34	0.16163222	0.173396926	0.381028087
35	0.169899311	0.189507154	0.389189189
36	0.178166402	0.205617382	0.397350291
37	0.186433492	0.22172761	0.405511394
38	0.194700583	0.237837838	0.413672496
39	0.202967674	0.253948066	0.421833598
40	0.211234764	0.270058294	0.429994701
41	0.219501855	0.286168521	0.438155803
42	0.227768945	0.302278749	0.446316905
43	0.236036036	0.318388977	0.454478007
44	0.244303127	0.334499205	0.46263911
45	0.252570217	0.350609433	0.470800212
46	0.260837308	0.366719661	0.478961314
47	0.269104399	0.382829889	0.487122417
48	0.277371489	0.398940117	0.495283519
49	0.28563858	0.415050344	0.503444621
50	0.29390567	0.431160572	0.511605723
51	0.302172761	0.4472708	0.519766826
52	0.310439852	0.463381028	0.527927928
53	0.318706942	0.479491256	0.53608903
54	0.326974033	0.495601484	0.544250132
55	0.335241123	0.511711712	0.552411235
56	0.343508214	0.52782194	0.560572337
57	0.351775305	0.543932167	0.568733439
58	0.360042395	0.560042395	0.576894542
59	0.368309486	0.576152623	0.585055644
60	0.376576577	0.592262851	0.593216746
61	0.384843667	0.608373079	0.601377848
62	0.393110758	0.624483307	0.609538951
63	0.401377848	0.640593535	0.617700053
64	0.409644939	0.656703763	0.625861155
65	0.41791203	0.67281399	0.634022258
66	0.42617912	0.688924218	0.64218336
67	0.434446211	0.705034446	0.650344462
68	0.442713302	0.721144674	0.658505564
69	0.450980392	0.737254902	0.666666667
70	0.463487016	0.738314785	0.659035506
71	0.475993641	0.739374669	0.651404346
72	0.488500265	0.740434552	0.643773185
73	0.501006889	0.741494436	0.636142024
74	0.513513514	0.742554319	0.628510864
75	0.526020138	0.743614202	0.620879703
76	0.538526762	0.744674086	0.613248543
77	0.551033386	0.745733969	0.605617382
78	0.563540011	0.746793853	0.597986222
79	0.576046635	0.747853736	0.590355061
80	0.588553259	0.74891362	0.5827239
81	0.601059883	0.749973503	0.57509274
82	0.613566508	0.751033386	0.567461579
83	0.626073132	0.75209327	0.559830419
84	0.638579756	0.753153153	0.552199258
85	0.65108638	0.754213037	0.544568098
86	0.663593005	0.75527292	0.536936937
87	0.676099629	0.756332803	0.529305776
88	0.688606253	0.757392687	0.521674616
89	0.701112878	0.75845257	0.514043455
90	0.713619502	0.759512454	0.506412295
91	0.726126126	0.760572337	0.498781134
92	0.73863275	0.76163222	0.491149974
93	0.751139375	0.762692104	0.483518813
94	0.763645999	0.763751987	0.475887652
95	0.776152623	0.764811871	0.468256492
96	0.788659247	0.765871754	0.460625331
97	0.801165872	0.766931638	0.452994171
98	0.813672496	0.767991521	0.44536301
99	0.82617912	0.769051404	0.437731849
100	0.838685745	0.770111288	0.430100689
101	0.851192369	0.771171171	0.422469528
102	0.863698993	0.772231055	0.414838368
103	0.876205617	0.773290938	0.407207207
104	0.888712242	0.774350821	0.399576047
105	0.901218866	0.775410705	0.391944886
106	0.91372549	0.776470588	0.384313725
107	0.913415893	0.764086687	0.381424149
108	0.913106295	0.751702786	0.378534572
109	0.912796698	0.739318885	0.375644995
110	0.9124871	0.726934985	0.372755418
111	0.912177503	0.714551084	0.369865841
112	0.911867905	0.702167183	0.366976264
113	0.911558308	0.689783282	0.364086687
114	0.91124871	0.677399381	0.36119711
115	0.910939112	0.66501548	0.358307534
116	0.910629515	0.652631579	0.355417957
117	0.910319917	0.640247678	0.35252838
118	0.91001032	0.627863777	0.349638803
119	0.909700722	0.615479876	0.346749226
120	0.909391125	0.603095975	0.343859649
121	0.909081527	0.590712074	0.340970072
122	0.90877193	0.578328173	0.338080495
123	0.908462332	0.565944272	0.335190918
124	0.908152735	0.553560372	0.332301342
125	0.907843137	0.541176471	0.329411765
126	0.90753354	0.52879257	0.326522188
127	0.907223942	0.516408669	0.323632611
128	0.906914345	0.504024768	0.320743034
129	0.906604747	0.491640867	0.317853457
130	0.90629515	0.479256966	0.31496388
131	0.905985552	0.466873065	0.312074303
132	0.905675955	0.454489164	0.309184727
133	0.905366357	0.442105263	0.30629515
134	0.90505676	0.429721362	0.303405573
135	0.904747162	0.417337461	0.300515996
136	0.904437564	0.40495356	0.297626419
137	0.904127967	0.392569659	0.294736842
138	0.903818369	0.380185759	0.291847265
139	0.903508772	0.367801858	0.288957688
140	0.903199174	0.355417957	0.286068111
141	0.902889577	0.343034056	0.283178535
142	0.902579979	0.330650155	0.280288958
143	0.902270382	0.318266254	0.277399381
144	0.901960784	0.305882353	0.274509804
